date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-02-15,US_MD,2.0,0.0,4.0,1.0,0.0,-1.0
2020-02-16,US_MD,5.0,0.0,20.0,-1.0,0.0,-1.0
2020-02-17,US_MD,8.0,-1.0,40.0,-18.0,-33.0,8.0
2020-02-18,US_MD,2.0,0.0,21.0,4.0,2.0,0.0
2020-02-19,US_MD,2.0,0.0,7.0,1.0,2.0,0.0
2020-02-20,US_MD,1.0,0.0,-6.0,0.0,2.0,0.0
2020-02-21,US_MD,-1.0,-3.0,-4.0,-1.0,3.0,0.0
2020-02-22,US_MD,5.0,3.0,52.0,6.0,4.0,-2.0
2020-02-23,US_MD,6.0,4.0,75.0,6.0,3.0,-1.0
2020-02-24,US_MD,1.0,-1.0,10.0,-1.0,4.0,0.0
2020-02-25,US_MD,1.0,-3.0,-6.0,-1.0,3.0,0.0
2020-02-26,US_MD,3.0,1.0,-2.0,1.0,2.0,0.0
2020-02-27,US_MD,3.0,0.0,-4.0,-1.0,2.0,0.0
2020-02-28,US_MD,2.0,0.0,4.0,1.0,3.0,0.0
2020-02-29,US_MD,5.0,3.0,-3.0,0.0,4.0,-1.0
2020-03-01,US_MD,8.0,6.0,31.0,2.0,3.0,-1.0
2020-03-02,US_MD,4.0,2.0,21.0,-1.0,4.0,0.0
2020-03-03,US_MD,7.0,6.0,24.0,1.0,4.0,-1.0
2020-03-04,US_MD,7.0,5.0,48.0,3.0,3.0,-1.0
2020-03-05,US_MD,6.0,4.0,29.0,1.0,3.0,-1.0
2020-03-06,US_MD,1.0,0.0,3.0,-3.0,2.0,1.0
2020-03-07,US_MD,6.0,6.0,34.0,4.0,4.0,-1.0
2020-03-08,US_MD,7.0,6.0,100.0,5.0,2.0,-1.0
2020-03-09,US_MD,6.0,5.0,84.0,-1.0,3.0,0.0
2020-03-10,US_MD,5.0,5.0,37.0,-2.0,2.0,0.0
2020-03-11,US_MD,4.0,6.0,27.0,-2.0,1.0,0.0
2020-03-12,US_MD,8.0,19.0,33.0,-7.0,-1.0,1.0
2020-03-13,US_MD,1.0,19.0,39.0,-13.0,-4.0,3.0
2020-03-14,US_MD,-7.0,11.0,66.0,-11.0,-2.0,3.0
2020-03-15,US_MD,-13.0,2.0,20.0,-19.0,-11.0,5.0
2020-03-16,US_MD,-7.0,16.0,12.0,-28.0,-24.0,10.0
2020-03-17,US_MD,-20.0,4.0,52.0,-33.0,-32.0,14.0
2020-03-18,US_MD,-23.0,0.0,39.0,-37.0,-37.0,16.0
2020-03-19,US_MD,-24.0,1.0,42.0,-41.0,-39.0,17.0
2020-03-20,US_MD,-27.0,1.0,54.0,-42.0,-39.0,18.0
2020-03-21,US_MD,-36.0,-4.0,34.0,-38.0,-25.0,12.0
2020-03-22,US_MD,-40.0,-15.0,33.0,-45.0,-33.0,11.0
2020-03-23,US_MD,-35.0,-15.0,-45.0,-56.0,-46.0,22.0
2020-03-24,US_MD,-38.0,-17.0,31.0,-51.0,-49.0,21.0
2020-03-25,US_MD,-44.0,-25.0,-43.0,-58.0,-52.0,24.0
2020-03-26,US_MD,-36.0,-16.0,53.0,-52.0,-51.0,22.0
2020-03-27,US_MD,-39.0,-19.0,41.0,-51.0,-49.0,23.0
2020-03-28,US_MD,-48.0,-26.0,-28.0,-53.0,-36.0,16.0
2020-03-29,US_MD,-45.0,-25.0,29.0,-51.0,-39.0,13.0
2020-03-30,US_MD,-26.0,-3.0,28.0,-52.0,-50.0,20.0
2020-03-31,US_MD,-48.0,-29.0,-26.0,-60.0,-55.0,25.0
2020-04-01,US_MD,-43.0,-22.0,-14.0,-56.0,-56.0,25.0
2020-04-02,US_MD,-42.0,-21.0,0.0,-56.0,-56.0,25.0
2020-04-03,US_MD,-41.0,-19.0,-1.0,-54.0,-54.0,26.0
2020-04-04,US_MD,-47.0,-22.0,1.0,-50.0,-39.0,16.0
2020-04-05,US_MD,-47.0,-25.0,35.0,-53.0,-42.0,14.0
2020-04-06,US_MD,-40.0,-22.0,20.0,-55.0,-55.0,23.0
2020-04-07,US_MD,-41.0,-21.0,7.0,-57.0,-56.0,25.0
2020-04-08,US_MD,-40.0,-20.0,34.0,-55.0,-57.0,24.0
2020-04-09,US_MD,-42.0,-21.0,-12.0,-58.0,-58.0,26.0
2020-04-10,US_MD,-43.0,-21.0,-27.0,-60.0,-59.0,28.0
2020-04-11,US_MD,-43.0,-14.0,24.0,-49.0,-39.0,15.0
2020-04-12,US_MD,-60.0,-36.0,5.0,-55.0,-46.0,15.0
2020-04-13,US_MD,-49.0,-31.0,-29.0,-62.0,-58.0,27.0
2020-04-14,US_MD,-39.0,-20.0,15.0,-55.0,-55.0,24.0
2020-04-15,US_MD,-37.0,-18.0,2.0,-53.0,-55.0,24.0
2020-04-16,US_MD,-38.0,-18.0,-3.0,-56.0,-56.0,25.0
2020-04-17,US_MD,-40.0,-20.0,-7.0,-55.0,-54.0,26.0
2020-04-18,US_MD,-45.0,-19.0,-14.0,-50.0,-37.0,16.0
2020-04-19,US_MD,-45.0,-20.0,40.0,-51.0,-40.0,13.0
2020-04-20,US_MD,-39.0,-22.0,0.0,-56.0,-54.0,23.0
2020-04-21,US_MD,-39.0,-21.0,1.0,-56.0,-55.0,24.0
2020-04-22,US_MD,-36.0,-18.0,19.0,-54.0,-55.0,24.0
2020-04-23,US_MD,-40.0,-21.0,-18.0,-58.0,-55.0,25.0
2020-04-24,US_MD,-42.0,-24.0,-26.0,-59.0,-55.0,27.0
2020-04-25,US_MD,-41.0,-16.0,55.0,-43.0,-35.0,14.0
2020-04-26,US_MD,-49.0,-24.0,-41.0,-57.0,-42.0,15.0
2020-04-27,US_MD,-38.0,-21.0,-12.0,-56.0,-53.0,23.0
2020-04-28,US_MD,-36.0,-18.0,4.0,-54.0,-54.0,18.0
2020-04-29,US_MD,-33.0,-15.0,45.0,-51.0,-54.0,22.0
2020-04-30,US_MD,-44.0,-27.0,-44.0,-62.0,-57.0,27.0
2020-05-01,US_MD,-34.0,-14.0,14.0,-51.0,-52.0,24.0
2020-05-02,US_MD,-34.0,-9.0,115.0,-33.0,-32.0,11.0
2020-05-03,US_MD,-40.0,-15.0,31.0,-46.0,-36.0,12.0
2020-05-04,US_MD,-30.0,-14.0,38.0,-51.0,-51.0,21.0
2020-05-05,US_MD,-30.0,-11.0,20.0,-51.0,-52.0,22.0
2020-05-06,US_MD,-38.0,-19.0,-29.0,-57.0,-54.0,24.0
2020-05-07,US_MD,-30.0,-11.0,66.0,-48.0,-53.0,22.0
2020-05-08,US_MD,-37.0,-14.0,-11.0,-51.0,-51.0,24.0
2020-05-09,US_MD,-35.0,-3.0,9.0,-42.0,-31.0,13.0
2020-05-10,US_MD,-30.0,-9.0,81.0,-40.0,-32.0,9.0
2020-05-11,US_MD,-36.0,-20.0,1.0,-52.0,-51.0,22.0
2020-05-12,US_MD,-31.0,-12.0,42.0,-49.0,-51.0,21.0
2020-05-13,US_MD,-30.0,-11.0,75.0,-46.0,-51.0,21.0
2020-05-14,US_MD,-31.0,-12.0,53.0,-48.0,-52.0,21.0
2020-05-15,US_MD,-30.0,-11.0,92.0,-45.0,-50.0,21.0
2020-05-16,US_MD,-32.0,-9.0,144.0,-33.0,-28.0,10.0
2020-05-17,US_MD,-35.0,-16.0,66.0,-42.0,-30.0,10.0
2020-05-18,US_MD,-31.0,-16.0,17.0,-50.0,-49.0,20.0
2020-05-19,US_MD,-26.0,-10.0,47.0,-47.0,-49.0,20.0
2020-05-20,US_MD,-27.0,-9.0,43.0,-45.0,-50.0,21.0
2020-05-21,US_MD,-26.0,-8.0,61.0,-44.0,-50.0,21.0
2020-05-22,US_MD,-33.0,-12.0,10.0,-48.0,-50.0,23.0
2020-05-23,US_MD,-29.0,-5.0,150.0,-29.0,-24.0,9.0
2020-05-24,US_MD,-32.0,-11.0,110.0,-38.0,-28.0,9.0
2020-05-25,US_MD,-31.0,-14.0,163.0,-54.0,-75.0,25.0
2020-05-26,US_MD,-25.0,-9.0,103.0,-42.0,-48.0,18.0
2020-05-27,US_MD,-25.0,-8.0,81.0,-42.0,-48.0,19.0
2020-05-28,US_MD,-28.0,-10.0,27.0,-46.0,-48.0,21.0
2020-05-29,US_MD,-28.0,-10.0,63.0,-42.0,-46.0,20.0
