date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-05-05,US_SD,-14.0,12.0,56.0,-6.0,-33.0,14.0
2020-05-06,US_SD,-15.0,11.0,107.0,-6.0,-33.0,13.0
2020-05-07,US_SD,-18.0,8.0,59.0,-8.0,-33.0,15.0
2020-05-08,US_SD,-14.0,15.0,127.0,-7.0,-31.0,13.0
2020-05-09,US_SD,-21.0,18.0,29.0,-15.0,-19.0,9.0
2020-05-10,US_SD,-6.0,27.0,73.0,-8.0,-16.0,4.0
2020-05-11,US_SD,-15.0,6.0,74.0,-5.0,-29.0,12.0
2020-05-12,US_SD,-16.0,6.0,61.0,-7.0,-31.0,13.0
2020-05-13,US_SD,-15.0,11.0,74.0,-5.0,-31.0,13.0
2020-05-14,US_SD,-12.0,9.0,145.0,-1.0,-31.0,11.0
2020-05-15,US_SD,-12.0,12.0,159.0,-1.0,-30.0,12.0
2020-05-16,US_SD,-19.0,11.0,49.0,-7.0,-16.0,9.0
2020-05-17,US_SD,-5.0,19.0,204.0,0.0,-13.0,3.0
2020-05-18,US_SD,-4.0,12.0,174.0,3.0,-27.0,9.0
2020-05-19,US_SD,-4.0,15.0,167.0,3.0,-30.0,10.0
2020-05-20,US_SD,-5.0,15.0,145.0,6.0,-30.0,10.0
2020-05-21,US_SD,-4.0,18.0,185.0,11.0,-31.0,10.0
2020-05-22,US_SD,-4.0,23.0,256.0,14.0,-31.0,10.0
2020-05-23,US_SD,-13.0,23.0,239.0,11.0,-16.0,3.0
2020-05-24,US_SD,6.0,30.0,360.0,11.0,-16.0,1.0
2020-05-25,US_SD,-6.0,8.0,237.0,7.0,-73.0,19.0
2020-05-26,US_SD,-3.0,16.0,178.0,7.0,-29.0,9.0
2020-05-27,US_SD,-2.0,17.0,210.0,8.0,-28.0,9.0
2020-05-28,US_SD,-2.0,18.0,205.0,13.0,-28.0,9.0
2020-05-29,US_SD,-4.0,19.0,252.0,10.0,-26.0,8.0
2020-05-30,US_SD,-11.0,18.0,198.0,10.0,-5.0,3.0
2020-05-31,US_SD,6.0,24.0,284.0,17.0,-5.0,0.0
2020-06-01,US_SD,5.0,22.0,223.0,16.0,-24.0,7.0
2020-06-02,US_SD,5.0,23.0,214.0,14.0,-26.0,7.0
2020-06-03,US_SD,3.0,23.0,225.0,14.0,-26.0,7.0
2020-06-04,US_SD,2.0,22.0,237.0,17.0,-27.0,8.0
2020-06-05,US_SD,0.0,26.0,284.0,15.0,-25.0,7.0
2020-06-06,US_SD,-10.0,18.0,184.0,16.0,-7.0,4.0
2020-06-07,US_SD,9.0,29.0,295.0,26.0,-6.0,0.0
2020-06-08,US_SD,6.0,20.0,221.0,16.0,-23.0,7.0
2020-06-09,US_SD,1.0,17.0,146.0,11.0,-25.0,10.0
2020-06-10,US_SD,8.0,29.0,239.0,19.0,-24.0,7.0
2020-06-11,US_SD,6.0,25.0,291.0,22.0,-25.0,6.0
2020-06-12,US_SD,2.0,26.0,329.0,21.0,-25.0,6.0
2020-06-13,US_SD,-4.0,27.0,288.0,22.0,-4.0,1.0
2020-06-14,US_SD,13.0,33.0,339.0,36.0,-3.0,-1.0
2020-06-15,US_SD,11.0,25.0,283.0,26.0,-23.0,6.0
2020-06-16,US_SD,11.0,26.0,262.0,22.0,-25.0,7.0
2020-06-17,US_SD,9.0,25.0,268.0,22.0,-25.0,6.0
