date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-02-15,US_WA,2.0,-1.0,8.0,8.0,-3.0,0.0
2020-02-16,US_WA,15.0,3.0,19.0,5.0,-1.0,-1.0
2020-02-17,US_WA,12.0,2.0,63.0,-7.0,-35.0,6.0
2020-02-18,US_WA,5.0,2.0,52.0,7.0,-4.0,0.0
2020-02-19,US_WA,4.0,3.0,60.0,7.0,-2.0,-1.0
2020-02-20,US_WA,4.0,3.0,53.0,5.0,-2.0,0.0
2020-02-21,US_WA,3.0,-1.0,55.0,4.0,-1.0,-1.0
2020-02-22,US_WA,4.0,0.0,44.0,9.0,0.0,-1.0
2020-02-23,US_WA,10.0,0.0,-11.0,3.0,1.0,0.0
2020-02-24,US_WA,3.0,-1.0,15.0,3.0,4.0,-1.0
2020-02-25,US_WA,6.0,1.0,36.0,5.0,2.0,0.0
2020-02-26,US_WA,9.0,4.0,48.0,7.0,2.0,-1.0
2020-02-27,US_WA,9.0,4.0,57.0,9.0,2.0,-1.0
2020-02-28,US_WA,7.0,2.0,31.0,6.0,3.0,-2.0
2020-02-29,US_WA,7.0,7.0,31.0,5.0,2.0,-1.0
2020-03-01,US_WA,18.0,10.0,27.0,9.0,2.0,-1.0
2020-03-02,US_WA,4.0,8.0,-7.0,-3.0,2.0,0.0
2020-03-03,US_WA,6.0,11.0,23.0,-2.0,-1.0,1.0
2020-03-04,US_WA,5.0,9.0,56.0,-2.0,-2.0,0.0
2020-03-05,US_WA,2.0,7.0,21.0,-8.0,-6.0,2.0
2020-03-06,US_WA,-2.0,2.0,13.0,-12.0,-8.0,3.0
2020-03-07,US_WA,-3.0,1.0,18.0,-6.0,-1.0,1.0
2020-03-08,US_WA,7.0,2.0,34.0,-5.0,-2.0,1.0
2020-03-09,US_WA,2.0,3.0,49.0,-15.0,-8.0,3.0
2020-03-10,US_WA,1.0,5.0,37.0,-15.0,-11.0,4.0
2020-03-11,US_WA,1.0,9.0,46.0,-16.0,-11.0,4.0
2020-03-12,US_WA,-1.0,15.0,39.0,-20.0,-14.0,5.0
2020-03-13,US_WA,-9.0,17.0,-15.0,-28.0,-17.0,7.0
2020-03-14,US_WA,-19.0,8.0,3.0,-22.0,-8.0,6.0
2020-03-15,US_WA,-10.0,5.0,28.0,-22.0,-11.0,4.0
2020-03-16,US_WA,-13.0,19.0,45.0,-31.0,-26.0,9.0
2020-03-17,US_WA,-26.0,8.0,62.0,-33.0,-35.0,13.0
2020-03-18,US_WA,-28.0,5.0,93.0,-36.0,-38.0,14.0
2020-03-19,US_WA,-31.0,3.0,87.0,-41.0,-40.0,15.0
2020-03-20,US_WA,-33.0,3.0,86.0,-42.0,-41.0,15.0
2020-03-21,US_WA,-43.0,-9.0,75.0,-37.0,-28.0,10.0
2020-03-22,US_WA,-38.0,-14.0,30.0,-44.0,-32.0,9.0
2020-03-23,US_WA,-36.0,-9.0,-4.0,-50.0,-44.0,17.0
2020-03-24,US_WA,-41.0,-13.0,-3.0,-52.0,-49.0,20.0
2020-03-25,US_WA,-44.0,-16.0,7.0,-54.0,-52.0,21.0
2020-03-26,US_WA,-49.0,-21.0,-15.0,-59.0,-56.0,23.0
2020-03-27,US_WA,-51.0,-22.0,-19.0,-61.0,-56.0,24.0
2020-03-28,US_WA,-55.0,-26.0,-26.0,-56.0,-40.0,16.0
2020-03-29,US_WA,-48.0,-26.0,-11.0,-56.0,-41.0,13.0
2020-03-30,US_WA,-45.0,-23.0,-26.0,-60.0,-56.0,21.0
2020-03-31,US_WA,-42.0,-18.0,-1.0,-58.0,-58.0,23.0
2020-04-01,US_WA,-40.0,-12.0,18.0,-56.0,-58.0,22.0
2020-04-02,US_WA,-44.0,-16.0,-1.0,-59.0,-58.0,23.0
2020-04-03,US_WA,-45.0,-15.0,-12.0,-60.0,-57.0,23.0
2020-04-04,US_WA,-50.0,-19.0,5.0,-53.0,-41.0,14.0
2020-04-05,US_WA,-46.0,-21.0,-11.0,-56.0,-42.0,12.0
2020-04-06,US_WA,-40.0,-16.0,24.0,-57.0,-56.0,20.0
2020-04-07,US_WA,-40.0,-15.0,37.0,-56.0,-58.0,22.0
2020-04-08,US_WA,-40.0,-12.0,51.0,-55.0,-58.0,21.0
2020-04-09,US_WA,-40.0,-11.0,49.0,-56.0,-58.0,22.0
2020-04-10,US_WA,-42.0,-11.0,36.0,-56.0,-58.0,22.0
2020-04-11,US_WA,-47.0,-10.0,3.0,-50.0,-41.0,14.0
2020-04-12,US_WA,-56.0,-27.0,3.0,-51.0,-43.0,11.0
2020-04-13,US_WA,-40.0,-18.0,19.0,-56.0,-55.0,20.0
2020-04-14,US_WA,-39.0,-14.0,37.0,-54.0,-56.0,22.0
2020-04-15,US_WA,-34.0,-9.0,33.0,-52.0,-55.0,21.0
2020-04-16,US_WA,-35.0,-10.0,44.0,-53.0,-55.0,21.0
2020-04-17,US_WA,-40.0,-14.0,31.0,-54.0,-54.0,21.0
2020-04-18,US_WA,-47.0,-18.0,-8.0,-48.0,-38.0,13.0
2020-04-19,US_WA,-37.0,-17.0,17.0,-47.0,-37.0,10.0
2020-04-20,US_WA,-34.0,-14.0,33.0,-53.0,-53.0,19.0
2020-04-21,US_WA,-37.0,-15.0,14.0,-54.0,-54.0,21.0
2020-04-22,US_WA,-40.0,-14.0,-23.0,-57.0,-55.0,22.0
2020-04-23,US_WA,-39.0,-12.0,2.0,-56.0,-54.0,21.0
2020-04-24,US_WA,-40.0,-14.0,17.0,-54.0,-53.0,21.0
2020-04-25,US_WA,-45.0,-15.0,8.0,-46.0,-37.0,13.0
2020-04-26,US_WA,-36.0,-15.0,13.0,-46.0,-37.0,10.0
2020-04-27,US_WA,-34.0,-13.0,9.0,-53.0,-51.0,19.0
2020-04-28,US_WA,-33.0,-10.0,28.0,-51.0,-53.0,12.0
2020-04-29,US_WA,-33.0,-8.0,31.0,-50.0,-52.0,19.0
2020-04-30,US_WA,-33.0,-7.0,17.0,-52.0,-52.0,20.0
2020-05-01,US_WA,-33.0,-6.0,40.0,-48.0,-50.0,19.0
2020-05-02,US_WA,-43.0,-12.0,-20.0,-46.0,-35.0,13.0
2020-05-03,US_WA,-32.0,-9.0,9.0,-44.0,-33.0,9.0
2020-05-04,US_WA,-30.0,-7.0,18.0,-50.0,-48.0,17.0
2020-05-05,US_WA,-26.0,1.0,78.0,-46.0,-49.0,17.0
2020-05-06,US_WA,-32.0,-5.0,36.0,-49.0,-50.0,18.0
2020-05-07,US_WA,-30.0,-2.0,80.0,-46.0,-50.0,17.0
2020-05-08,US_WA,-31.0,0.0,103.0,-43.0,-48.0,16.0
2020-05-09,US_WA,-34.0,8.0,108.0,-30.0,-30.0,7.0
2020-05-10,US_WA,-22.0,10.0,77.0,-32.0,-29.0,5.0
2020-05-11,US_WA,-32.0,-11.0,25.0,-48.0,-47.0,16.0
2020-05-12,US_WA,-31.0,-6.0,28.0,-48.0,-48.0,18.0
2020-05-13,US_WA,-31.0,-4.0,56.0,-45.0,-48.0,17.0
2020-05-14,US_WA,-33.0,-6.0,41.0,-48.0,-48.0,18.0
2020-05-15,US_WA,-33.0,-6.0,84.0,-45.0,-47.0,16.0
2020-05-16,US_WA,-40.0,-10.0,17.0,-41.0,-30.0,10.0
2020-05-17,US_WA,-30.0,-7.0,45.0,-40.0,-28.0,8.0
2020-05-18,US_WA,-28.0,-8.0,46.0,-47.0,-45.0,15.0
2020-05-19,US_WA,-28.0,-5.0,59.0,-46.0,-47.0,17.0
2020-05-20,US_WA,-30.0,-5.0,29.0,-47.0,-47.0,17.0
2020-05-21,US_WA,-30.0,-4.0,25.0,-47.0,-47.0,18.0
2020-05-22,US_WA,-31.0,-2.0,51.0,-44.0,-47.0,16.0
2020-05-23,US_WA,-36.0,-4.0,91.0,-32.0,-26.0,7.0
2020-05-24,US_WA,-24.0,-2.0,101.0,-33.0,-27.0,5.0
2020-05-25,US_WA,-35.0,-10.0,35.0,-56.0,-75.0,22.0
2020-05-26,US_WA,-26.0,-3.0,81.0,-43.0,-45.0,15.0
2020-05-27,US_WA,-24.0,-1.0,125.0,-41.0,-44.0,14.0
2020-05-28,US_WA,-26.0,-1.0,102.0,-42.0,-44.0,15.0
2020-05-29,US_WA,-29.0,-3.0,112.0,-41.0,-43.0,14.0
2020-05-30,US_WA,-41.0,-13.0,-7.0,-40.0,-21.0,10.0
2020-05-31,US_WA,-27.0,-6.0,31.0,-36.0,-20.0,7.0
2020-06-01,US_WA,-22.0,-2.0,69.0,-41.0,-42.0,13.0
2020-06-02,US_WA,-24.0,-1.0,63.0,-42.0,-43.0,15.0
2020-06-03,US_WA,-22.0,2.0,93.0,-40.0,-43.0,14.0
2020-06-04,US_WA,-24.0,1.0,84.0,-42.0,-43.0,14.0
2020-06-05,US_WA,-26.0,-2.0,76.0,-40.0,-42.0,14.0
2020-06-06,US_WA,-30.0,-3.0,65.0,-31.0,-18.0,7.0
2020-06-07,US_WA,-20.0,-4.0,46.0,-33.0,-19.0,6.0
2020-06-08,US_WA,-20.0,-4.0,46.0,-42.0,-41.0,13.0
2020-06-09,US_WA,-21.0,-3.0,21.0,-44.0,-43.0,16.0
2020-06-10,US_WA,-18.0,0.0,103.0,-38.0,-42.0,13.0
2020-06-11,US_WA,-20.0,-1.0,81.0,-39.0,-43.0,14.0
2020-06-12,US_WA,-24.0,-4.0,56.0,-38.0,-43.0,14.0
2020-06-13,US_WA,-27.0,-4.0,48.0,-27.0,-16.0,7.0
