date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-02-15,US_PA,5.0,-1.0,13.0,3.0,0.0,0.0
2020-02-16,US_PA,9.0,1.0,29.0,0.0,1.0,-1.0
2020-02-17,US_PA,8.0,-1.0,43.0,-11.0,-21.0,5.0
2020-02-18,US_PA,1.0,-2.0,12.0,2.0,1.0,0.0
2020-02-19,US_PA,1.0,0.0,18.0,2.0,2.0,0.0
2020-02-20,US_PA,1.0,-1.0,10.0,1.0,1.0,0.0
2020-02-21,US_PA,0.0,-2.0,6.0,1.0,3.0,1.0
2020-02-22,US_PA,9.0,3.0,53.0,6.0,4.0,-1.0
2020-02-23,US_PA,11.0,5.0,100.0,4.0,3.0,-1.0
2020-02-24,US_PA,3.0,0.0,36.0,2.0,3.0,0.0
2020-02-25,US_PA,4.0,-1.0,1.0,1.0,2.0,0.0
2020-02-26,US_PA,7.0,4.0,8.0,5.0,2.0,-1.0
2020-02-27,US_PA,3.0,-1.0,0.0,2.0,1.0,1.0
2020-02-28,US_PA,4.0,2.0,2.0,4.0,3.0,0.0
2020-02-29,US_PA,9.0,3.0,-3.0,5.0,2.0,-1.0
2020-03-01,US_PA,16.0,8.0,39.0,6.0,3.0,-1.0
2020-03-02,US_PA,8.0,4.0,31.0,2.0,2.0,0.0
2020-03-03,US_PA,9.0,5.0,4.0,3.0,2.0,0.0
2020-03-04,US_PA,9.0,7.0,27.0,4.0,1.0,-1.0
2020-03-05,US_PA,9.0,7.0,37.0,5.0,1.0,-1.0
2020-03-06,US_PA,1.0,0.0,-7.0,-1.0,1.0,1.0
2020-03-07,US_PA,10.0,6.0,26.0,7.0,3.0,-1.0
2020-03-08,US_PA,15.0,9.0,127.0,8.0,1.0,-2.0
2020-03-09,US_PA,9.0,7.0,104.0,1.0,0.0,0.0
2020-03-10,US_PA,6.0,5.0,17.0,-2.0,0.0,1.0
2020-03-11,US_PA,7.0,10.0,29.0,0.0,-1.0,0.0
2020-03-12,US_PA,8.0,21.0,39.0,-4.0,-2.0,1.0
2020-03-13,US_PA,1.0,22.0,33.0,-11.0,-7.0,3.0
2020-03-14,US_PA,-7.0,13.0,40.0,-8.0,-2.0,3.0
2020-03-15,US_PA,-8.0,8.0,63.0,-15.0,-7.0,3.0
2020-03-16,US_PA,-6.0,18.0,10.0,-26.0,-22.0,8.0
2020-03-17,US_PA,-28.0,2.0,-4.0,-34.0,-31.0,13.0
2020-03-18,US_PA,-33.0,-2.0,31.0,-37.0,-35.0,14.0
2020-03-19,US_PA,-35.0,-1.0,0.0,-42.0,-37.0,16.0
2020-03-20,US_PA,-39.0,-1.0,15.0,-43.0,-41.0,19.0
2020-03-21,US_PA,-48.0,-11.0,20.0,-40.0,-31.0,13.0
2020-03-22,US_PA,-47.0,-18.0,38.0,-46.0,-33.0,10.0
2020-03-23,US_PA,-50.0,-25.0,-53.0,-58.0,-50.0,21.0
2020-03-24,US_PA,-45.0,-19.0,10.0,-51.0,-51.0,21.0
2020-03-25,US_PA,-49.0,-23.0,-29.0,-55.0,-52.0,22.0
2020-03-26,US_PA,-44.0,-18.0,52.0,-50.0,-51.0,21.0
2020-03-27,US_PA,-46.0,-20.0,27.0,-52.0,-50.0,23.0
2020-03-28,US_PA,-58.0,-33.0,-53.0,-55.0,-39.0,17.0
2020-03-29,US_PA,-50.0,-27.0,7.0,-52.0,-38.0,12.0
2020-03-30,US_PA,-45.0,-23.0,-15.0,-55.0,-51.0,21.0
2020-03-31,US_PA,-45.0,-22.0,-26.0,-54.0,-53.0,22.0
2020-04-01,US_PA,-43.0,-16.0,-1.0,-50.0,-53.0,21.0
2020-04-02,US_PA,-45.0,-18.0,7.0,-53.0,-53.0,22.0
2020-04-03,US_PA,-46.0,-18.0,-11.0,-54.0,-52.0,24.0
2020-04-04,US_PA,-53.0,-22.0,14.0,-49.0,-38.0,15.0
2020-04-05,US_PA,-50.0,-24.0,52.0,-51.0,-39.0,12.0
2020-04-06,US_PA,-43.0,-19.0,33.0,-53.0,-53.0,21.0
2020-04-07,US_PA,-44.0,-20.0,18.0,-53.0,-54.0,21.0
2020-04-08,US_PA,-44.0,-18.0,28.0,-53.0,-54.0,21.0
2020-04-09,US_PA,-46.0,-19.0,-22.0,-57.0,-55.0,23.0
2020-04-10,US_PA,-49.0,-20.0,-34.0,-60.0,-61.0,27.0
2020-04-11,US_PA,-47.0,-12.0,19.0,-50.0,-40.0,15.0
2020-04-12,US_PA,-70.0,-47.0,31.0,-55.0,-46.0,12.0
2020-04-13,US_PA,-53.0,-30.0,-40.0,-62.0,-55.0,23.0
2020-04-14,US_PA,-43.0,-18.0,1.0,-52.0,-52.0,21.0
2020-04-15,US_PA,-38.0,-13.0,2.0,-51.0,-52.0,21.0
2020-04-16,US_PA,-42.0,-16.0,-13.0,-54.0,-52.0,22.0
2020-04-17,US_PA,-47.0,-22.0,-25.0,-56.0,-51.0,24.0
2020-04-18,US_PA,-49.0,-19.0,-13.0,-49.0,-36.0,15.0
2020-04-19,US_PA,-45.0,-20.0,71.0,-49.0,-36.0,11.0
2020-04-20,US_PA,-41.0,-21.0,20.0,-54.0,-51.0,20.0
2020-04-21,US_PA,-44.0,-22.0,-23.0,-55.0,-52.0,22.0
2020-04-22,US_PA,-41.0,-16.0,3.0,-52.0,-51.0,21.0
2020-04-23,US_PA,-43.0,-18.0,-5.0,-54.0,-52.0,22.0
2020-04-24,US_PA,-47.0,-23.0,-23.0,-57.0,-51.0,24.0
2020-04-25,US_PA,-43.0,-15.0,85.0,-41.0,-34.0,12.0
2020-04-26,US_PA,-51.0,-26.0,-49.0,-56.0,-38.0,13.0
2020-04-27,US_PA,-38.0,-17.0,-1.0,-53.0,-49.0,20.0
2020-04-28,US_PA,-35.0,-13.0,43.0,-48.0,-50.0,14.0
2020-04-29,US_PA,-35.0,-12.0,20.0,-49.0,-50.0,19.0
2020-04-30,US_PA,-42.0,-19.0,-29.0,-52.0,-51.0,22.0
2020-05-01,US_PA,-37.0,-11.0,15.0,-47.0,-48.0,21.0
2020-05-02,US_PA,-37.0,-8.0,117.0,-35.0,-31.0,10.0
2020-05-03,US_PA,-34.0,-10.0,110.0,-41.0,-30.0,8.0
2020-05-04,US_PA,-31.0,-11.0,29.0,-48.0,-47.0,17.0
2020-05-05,US_PA,-30.0,-7.0,20.0,-47.0,-47.0,18.0
2020-05-06,US_PA,-37.0,-11.0,-22.0,-50.0,-48.0,20.0
2020-05-07,US_PA,-32.0,-6.0,57.0,-44.0,-47.0,18.0
2020-05-08,US_PA,-40.0,-12.0,-23.0,-49.0,-46.0,21.0
2020-05-09,US_PA,-37.0,0.0,-8.0,-40.0,-29.0,12.0
2020-05-10,US_PA,-30.0,-5.0,80.0,-38.0,-27.0,7.0
2020-05-11,US_PA,-38.0,-17.0,-15.0,-49.0,-45.0,18.0
2020-05-12,US_PA,-31.0,-8.0,26.0,-44.0,-45.0,17.0
2020-05-13,US_PA,-29.0,-6.0,67.0,-41.0,-45.0,16.0
2020-05-14,US_PA,-31.0,-7.0,44.0,-43.0,-45.0,17.0
2020-05-15,US_PA,-33.0,-9.0,61.0,-46.0,-44.0,18.0
2020-05-16,US_PA,-34.0,-6.0,128.0,-36.0,-25.0,8.0
2020-05-17,US_PA,-31.0,-11.0,80.0,-42.0,-26.0,7.0
