date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-02-15,US_OH,5.0,0.0,15.0,1.0,0.0,0.0
2020-02-16,US_OH,6.0,1.0,25.0,0.0,1.0,-1.0
2020-02-17,US_OH,5.0,-2.0,9.0,-1.0,-19.0,5.0
2020-02-18,US_OH,0.0,-1.0,6.0,3.0,2.0,0.0
2020-02-19,US_OH,3.0,0.0,14.0,3.0,2.0,0.0
2020-02-20,US_OH,2.0,0.0,2.0,2.0,2.0,0.0
2020-02-21,US_OH,2.0,-2.0,19.0,6.0,3.0,0.0
2020-02-22,US_OH,9.0,4.0,68.0,8.0,3.0,-2.0
2020-02-23,US_OH,7.0,3.0,77.0,6.0,3.0,-1.0
2020-02-24,US_OH,2.0,-1.0,0.0,2.0,3.0,1.0
2020-02-25,US_OH,4.0,0.0,2.0,4.0,2.0,0.0
2020-02-26,US_OH,6.0,2.0,-3.0,3.0,1.0,0.0
2020-02-27,US_OH,2.0,0.0,-6.0,2.0,-3.0,2.0
2020-02-28,US_OH,4.0,1.0,7.0,7.0,1.0,0.0
2020-02-29,US_OH,11.0,5.0,13.0,7.0,2.0,-2.0
2020-03-01,US_OH,17.0,10.0,68.0,11.0,4.0,-2.0
2020-03-02,US_OH,7.0,3.0,-7.0,2.0,2.0,0.0
2020-03-03,US_OH,12.0,8.0,23.0,7.0,2.0,-1.0
2020-03-04,US_OH,12.0,7.0,29.0,7.0,2.0,-1.0
2020-03-05,US_OH,11.0,8.0,51.0,8.0,2.0,-1.0
2020-03-06,US_OH,2.0,-3.0,9.0,5.0,2.0,0.0
2020-03-07,US_OH,13.0,7.0,68.0,13.0,4.0,-2.0
2020-03-08,US_OH,15.0,9.0,187.0,14.0,2.0,-2.0
2020-03-09,US_OH,9.0,7.0,78.0,7.0,1.0,0.0
2020-03-10,US_OH,5.0,6.0,13.0,2.0,0.0,0.0
2020-03-11,US_OH,8.0,11.0,25.0,4.0,0.0,0.0
2020-03-12,US_OH,9.0,32.0,50.0,2.0,-1.0,0.0
2020-03-13,US_OH,-1.0,21.0,46.0,1.0,-4.0,2.0
2020-03-14,US_OH,-12.0,11.0,9.0,-4.0,-3.0,4.0
2020-03-15,US_OH,-9.0,17.0,46.0,-6.0,-7.0,3.0
2020-03-16,US_OH,-16.0,26.0,16.0,-9.0,-18.0,7.0
2020-03-17,US_OH,-25.0,11.0,27.0,-10.0,-25.0,10.0
2020-03-18,US_OH,-29.0,5.0,2.0,-15.0,-28.0,12.0
2020-03-19,US_OH,-32.0,8.0,14.0,-19.0,-31.0,14.0
2020-03-20,US_OH,-35.0,0.0,47.0,-19.0,-34.0,16.0
2020-03-21,US_OH,-44.0,-7.0,4.0,-22.0,-25.0,11.0
2020-03-22,US_OH,-38.0,0.0,62.0,-26.0,-28.0,8.0
2020-03-23,US_OH,-33.0,-1.0,-2.0,-26.0,-39.0,16.0
2020-03-24,US_OH,-51.0,-26.0,11.0,-31.0,-47.0,20.0
2020-03-25,US_OH,-43.0,-18.0,101.0,-27.0,-48.0,19.0
