date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-05-05,US_ND,-16.0,-1.0,11.0,-20.0,-32.0,15.0
2020-05-06,US_ND,-15.0,0.0,77.0,-15.0,-31.0,12.0
2020-05-07,US_ND,-16.0,-1.0,39.0,-20.0,-31.0,14.0
2020-05-08,US_ND,-19.0,-1.0,58.0,-18.0,-29.0,14.0
2020-05-09,US_ND,-26.0,5.0,-24.0,-28.0,-17.0,11.0
2020-05-10,US_ND,-11.0,7.0,49.0,-26.0,-16.0,4.0
2020-05-11,US_ND,-14.0,-6.0,43.0,-19.0,-28.0,11.0
2020-05-12,US_ND,-16.0,-3.0,27.0,-15.0,-30.0,13.0
2020-05-13,US_ND,-13.0,-4.0,15.0,-18.0,-30.0,14.0
2020-05-14,US_ND,-12.0,0.0,60.0,-16.0,-30.0,12.0
2020-05-15,US_ND,-14.0,-2.0,128.0,-13.0,-28.0,11.0
2020-05-16,US_ND,-20.0,3.0,135.0,-18.0,-11.0,4.0
2020-05-17,US_ND,-8.0,4.0,179.0,-18.0,-12.0,0.0
2020-05-18,US_ND,-3.0,0.0,84.0,-17.0,-27.0,9.0
2020-05-19,US_ND,-5.0,4.0,87.0,-10.0,-28.0,10.0
2020-05-20,US_ND,-4.0,3.0,87.0,-6.0,-29.0,10.0
2020-05-21,US_ND,-3.0,8.0,114.0,-9.0,-30.0,9.0
2020-05-22,US_ND,-10.0,6.0,167.0,-4.0,-31.0,9.0
2020-05-23,US_ND,-20.0,4.0,171.0,-12.0,-14.0,2.0
2020-05-24,US_ND,-10.0,3.0,128.0,-23.0,-17.0,2.0
2020-05-25,US_ND,-15.0,-10.0,180.0,-25.0,-70.0,16.0
2020-05-26,US_ND,-6.0,5.0,115.0,-9.0,-28.0,9.0
2020-05-27,US_ND,-1.0,6.0,,-5.0,-27.0,8.0
2020-05-28,US_ND,-2.0,6.0,115.0,-6.0,-27.0,9.0
2020-05-29,US_ND,-9.0,1.0,167.0,-2.0,-25.0,8.0
2020-05-30,US_ND,-16.0,5.0,204.0,-1.0,-4.0,1.0
2020-05-31,US_ND,-5.0,5.0,181.0,-6.0,-6.0,-1.0
2020-06-01,US_ND,3.0,8.0,146.0,-6.0,-24.0,6.0
2020-06-02,US_ND,0.0,8.0,119.0,-6.0,-25.0,7.0
2020-06-03,US_ND,2.0,8.0,,-2.0,-25.0,6.0
2020-06-04,US_ND,1.0,7.0,161.0,-5.0,-25.0,7.0
2020-06-05,US_ND,-7.0,4.0,205.0,-1.0,-25.0,6.0
2020-06-06,US_ND,-17.0,0.0,113.0,-13.0,-7.0,4.0
2020-06-07,US_ND,-4.0,6.0,209.0,-12.0,-9.0,0.0
2020-06-08,US_ND,3.0,2.0,133.0,-7.0,-23.0,7.0
2020-06-09,US_ND,0.0,3.0,83.0,-7.0,-24.0,9.0
2020-06-10,US_ND,4.0,6.0,,1.0,-24.0,6.0
2020-06-11,US_ND,4.0,6.0,201.0,-3.0,-25.0,6.0
2020-06-12,US_ND,-5.0,2.0,214.0,2.0,-24.0,6.0
2020-06-13,US_ND,-13.0,3.0,218.0,-2.0,-4.0,1.0
2020-06-14,US_ND,-3.0,4.0,176.0,-5.0,-7.0,-2.0
2020-06-15,US_ND,5.0,4.0,183.0,-1.0,-23.0,5.0
2020-06-16,US_ND,4.0,6.0,135.0,-2.0,-25.0,7.0
2020-06-17,US_ND,5.0,6.0,,3.0,-25.0,6.0
2020-06-18,US_ND,6.0,9.0,163.0,-2.0,-25.0,6.0
2020-06-19,US_ND,-3.0,5.0,235.0,5.0,-24.0,3.0
2020-06-20,US_ND,-12.0,5.0,236.0,-6.0,-5.0,1.0
2020-06-21,US_ND,3.0,10.0,294.0,-1.0,-5.0,-5.0
2020-06-22,US_ND,4.0,2.0,180.0,-4.0,-24.0,5.0
2020-06-23,US_ND,4.0,7.0,191.0,0.0,-25.0,5.0
2020-06-24,US_ND,6.0,8.0,,5.0,-24.0,4.0
2020-06-25,US_ND,5.0,6.0,168.0,0.0,-25.0,6.0
2020-06-26,US_ND,-2.0,7.0,233.0,9.0,-24.0,4.0
2020-06-27,US_ND,-12.0,3.0,259.0,5.0,-6.0,-1.0
2020-06-28,US_ND,0.0,5.0,216.0,2.0,-5.0,-3.0
2020-06-29,US_ND,7.0,6.0,163.0,-2.0,-24.0,5.0
2020-06-30,US_ND,5.0,6.0,73.0,-1.0,-26.0,8.0
2020-07-01,US_ND,16.0,20.0,,9.0,-26.0,4.0
2020-07-02,US_ND,15.0,24.0,227.0,8.0,-31.0,3.0
2020-07-03,US_ND,-6.0,12.0,300.0,-7.0,-55.0,10.0
2020-07-04,US_ND,-39.0,-8.0,309.0,-21.0,-25.0,-1.0
2020-07-05,US_ND,-14.0,-7.0,227.0,-3.0,-14.0,-5.0
2020-07-06,US_ND,5.0,5.0,194.0,1.0,-31.0,6.0
2020-07-07,US_ND,2.0,4.0,160.0,1.0,-28.0,6.0
2020-07-08,US_ND,7.0,7.0,,6.0,-26.0,6.0
2020-07-09,US_ND,6.0,7.0,206.0,2.0,-26.0,5.0
2020-07-10,US_ND,-5.0,1.0,203.0,6.0,-25.0,6.0
2020-07-11,US_ND,-12.0,1.0,237.0,2.0,-5.0,0.0
2020-07-12,US_ND,0.0,4.0,283.0,8.0,-7.0,-4.0
2020-07-13,US_ND,5.0,4.0,160.0,0.0,-26.0,6.0
2020-07-14,US_ND,4.0,5.0,170.0,0.0,-27.0,6.0
2020-07-15,US_ND,6.0,8.0,,6.0,-26.0,5.0
2020-07-16,US_ND,5.0,9.0,217.0,2.0,-26.0,4.0
2020-07-17,US_ND,-9.0,0.0,174.0,2.0,-26.0,7.0
2020-07-18,US_ND,-11.0,3.0,218.0,3.0,-6.0,0.0
2020-07-19,US_ND,0.0,7.0,260.0,5.0,-8.0,-4.0
2020-07-20,US_ND,3.0,2.0,139.0,-3.0,-26.0,6.0
2020-07-21,US_ND,1.0,5.0,161.0,1.0,-26.0,7.0
2020-07-22,US_ND,5.0,8.0,,6.0,-25.0,5.0
2020-07-23,US_ND,2.0,7.0,184.0,2.0,-26.0,5.0
2020-07-24,US_ND,-7.0,2.0,180.0,3.0,-26.0,6.0
2020-07-25,US_ND,-15.0,0.0,224.0,1.0,-7.0,1.0
2020-07-26,US_ND,-2.0,6.0,269.0,7.0,-8.0,-4.0
2020-07-27,US_ND,4.0,5.0,184.0,2.0,-26.0,5.0
2020-07-28,US_ND,0.0,4.0,164.0,3.0,-26.0,6.0
2020-07-29,US_ND,5.0,4.0,,5.0,-27.0,4.0
2020-07-30,US_ND,3.0,6.0,194.0,2.0,-27.0,5.0
2020-07-31,US_ND,-4.0,4.0,196.0,6.0,-26.0,5.0
2020-08-01,US_ND,-11.0,6.0,247.0,6.0,-5.0,-1.0
2020-08-02,US_ND,-1.0,8.0,252.0,7.0,-8.0,-4.0
2020-08-03,US_ND,6.0,7.0,172.0,-1.0,-26.0,4.0
2020-08-04,US_ND,1.0,5.0,143.0,3.0,-27.0,6.0
2020-08-05,US_ND,3.0,7.0,175.0,5.0,-26.0,5.0
2020-08-06,US_ND,3.0,7.0,197.0,4.0,-27.0,4.0
2020-08-07,US_ND,-5.0,1.0,189.0,5.0,-27.0,6.0
2020-08-08,US_ND,-13.0,2.0,248.0,3.0,-5.0,-1.0
2020-08-09,US_ND,-4.0,3.0,183.0,5.0,-9.0,-2.0
2020-08-10,US_ND,6.0,4.0,164.0,-1.0,-26.0,4.0
2020-08-11,US_ND,1.0,4.0,152.0,0.0,-27.0,5.0
2020-08-12,US_ND,4.0,5.0,158.0,6.0,-27.0,5.0
