date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-02-15,US_WY,4.0,3.0,1.0,-5.0,1.0,0.0
2020-02-16,US_WY,5.0,2.0,0.0,-12.0,1.0,0.0
2020-02-17,US_WY,2.0,2.0,2.0,6.0,-26.0,6.0
2020-02-18,US_WY,2.0,4.0,3.0,5.0,3.0,0.0
2020-02-19,US_WY,0.0,0.0,-2.0,-2.0,2.0,0.0
2020-02-20,US_WY,5.0,5.0,4.0,6.0,1.0,0.0
2020-02-21,US_WY,3.0,7.0,14.0,16.0,4.0,0.0
2020-02-22,US_WY,7.0,9.0,16.0,14.0,4.0,-1.0
2020-02-23,US_WY,8.0,8.0,7.0,0.0,3.0,0.0
2020-02-24,US_WY,-2.0,4.0,-1.0,-3.0,3.0,1.0
2020-02-25,US_WY,-1.0,2.0,-5.0,-3.0,0.0,3.0
2020-02-26,US_WY,8.0,9.0,2.0,5.0,2.0,-1.0
2020-02-27,US_WY,9.0,7.0,4.0,9.0,2.0,-1.0
2020-02-28,US_WY,10.0,12.0,20.0,17.0,3.0,-2.0
2020-02-29,US_WY,13.0,13.0,10.0,19.0,2.0,-2.0
2020-03-01,US_WY,0.0,3.0,-21.0,-13.0,1.0,2.0
2020-03-02,US_WY,5.0,8.0,0.0,-18.0,4.0,0.0
2020-03-03,US_WY,11.0,14.0,3.0,-18.0,4.0,-1.0
2020-03-04,US_WY,9.0,12.0,7.0,10.0,3.0,-1.0
2020-03-05,US_WY,11.0,12.0,18.0,8.0,2.0,-1.0
2020-03-06,US_WY,8.0,12.0,32.0,16.0,3.0,-1.0
2020-03-07,US_WY,13.0,15.0,39.0,21.0,4.0,-3.0
2020-03-08,US_WY,9.0,10.0,3.0,4.0,2.0,0.0
2020-03-09,US_WY,9.0,16.0,19.0,8.0,4.0,-1.0
2020-03-10,US_WY,9.0,15.0,15.0,8.0,3.0,-1.0
2020-03-11,US_WY,8.0,16.0,16.0,6.0,2.0,-1.0
2020-03-12,US_WY,6.0,26.0,4.0,10.0,0.0,0.0
2020-03-13,US_WY,-3.0,29.0,-2.0,3.0,-3.0,3.0
2020-03-14,US_WY,-7.0,20.0,-15.0,8.0,-2.0,3.0
2020-03-15,US_WY,-4.0,17.0,3.0,0.0,-3.0,2.0
2020-03-16,US_WY,1.0,33.0,16.0,3.0,-16.0,4.0
2020-03-17,US_WY,-7.0,27.0,24.0,4.0,-19.0,6.0
2020-03-18,US_WY,-13.0,21.0,16.0,-2.0,-23.0,7.0
2020-03-19,US_WY,-31.0,4.0,-27.0,-27.0,-29.0,14.0
2020-03-20,US_WY,-38.0,7.0,-17.0,-8.0,-29.0,15.0
2020-03-21,US_WY,-39.0,4.0,19.0,9.0,-21.0,9.0
2020-03-22,US_WY,-38.0,-7.0,9.0,-11.0,-26.0,8.0
