date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-02-15,US_KS,4.0,0.0,9.0,2.0,2.0,0.0
2020-02-16,US_KS,15.0,3.0,23.0,6.0,1.0,-1.0
2020-02-17,US_KS,7.0,0.0,55.0,2.0,-15.0,3.0
2020-02-18,US_KS,3.0,-1.0,18.0,0.0,0.0,0.0
2020-02-19,US_KS,4.0,3.0,8.0,4.0,4.0,-1.0
2020-02-20,US_KS,-2.0,-7.0,-3.0,-2.0,-1.0,1.0
2020-02-21,US_KS,9.0,-4.0,22.0,4.0,7.0,-3.0
2020-02-22,US_KS,5.0,1.0,56.0,6.0,4.0,-1.0
2020-02-23,US_KS,13.0,2.0,19.0,1.0,2.0,0.0
2020-02-24,US_KS,0.0,-2.0,-8.0,-4.0,5.0,0.0
2020-02-25,US_KS,2.0,-4.0,1.0,-5.0,1.0,1.0
2020-02-26,US_KS,12.0,7.0,12.0,5.0,4.0,-2.0
2020-02-27,US_KS,8.0,0.0,19.0,4.0,2.0,-1.0
2020-02-28,US_KS,17.0,3.0,62.0,15.0,8.0,-5.0
2020-02-29,US_KS,11.0,9.0,116.0,12.0,5.0,-3.0
2020-03-01,US_KS,24.0,13.0,90.0,17.0,4.0,-2.0
2020-03-02,US_KS,8.0,5.0,35.0,2.0,6.0,-2.0
2020-03-03,US_KS,14.0,9.0,80.0,9.0,3.0,-2.0
2020-03-04,US_KS,13.0,11.0,65.0,12.0,5.0,-3.0
2020-03-05,US_KS,9.0,4.0,53.0,9.0,2.0,-1.0
2020-03-06,US_KS,15.0,3.0,87.0,16.0,7.0,-5.0
2020-03-07,US_KS,10.0,7.0,101.0,18.0,6.0,-3.0
2020-03-08,US_KS,19.0,9.0,47.0,18.0,2.0,-1.0
2020-03-09,US_KS,2.0,2.0,-8.0,0.0,0.0,1.0
2020-03-10,US_KS,9.0,6.0,50.0,5.0,-2.0,0.0
2020-03-11,US_KS,15.0,15.0,112.0,16.0,-1.0,-2.0
2020-03-12,US_KS,10.0,22.0,65.0,11.0,-4.0,0.0
2020-03-13,US_KS,8.0,26.0,22.0,11.0,-6.0,0.0
2020-03-14,US_KS,-11.0,16.0,-19.0,3.0,-1.0,3.0
2020-03-15,US_KS,-6.0,10.0,-28.0,5.0,-6.0,3.0
2020-03-16,US_KS,-7.0,21.0,-6.0,-3.0,-18.0,7.0
2020-03-17,US_KS,-13.0,22.0,26.0,-3.0,-24.0,9.0
2020-03-18,US_KS,-16.0,24.0,62.0,0.0,-26.0,9.0
2020-03-19,US_KS,-23.0,14.0,94.0,-8.0,-30.0,12.0
2020-03-20,US_KS,-24.0,15.0,20.0,-9.0,-27.0,11.0
2020-03-21,US_KS,-38.0,6.0,35.0,-9.0,-15.0,9.0
2020-03-22,US_KS,-35.0,0.0,-33.0,-17.0,-24.0,9.0
2020-03-23,US_KS,-28.0,4.0,30.0,-16.0,-31.0,13.0
2020-03-24,US_KS,-36.0,-7.0,46.0,-16.0,-38.0,17.0
2020-03-25,US_KS,-34.0,-4.0,117.0,-12.0,-39.0,15.0
2020-03-26,US_KS,-40.0,-14.0,81.0,-19.0,-42.0,18.0
2020-03-27,US_KS,-37.0,-13.0,62.0,-21.0,-38.0,15.0
2020-03-28,US_KS,-45.0,-12.0,50.0,-26.0,-25.0,12.0
2020-03-29,US_KS,-36.0,-14.0,72.0,-20.0,-30.0,9.0
2020-03-30,US_KS,-41.0,-19.0,42.0,-26.0,-42.0,17.0
2020-03-31,US_KS,-35.0,-12.0,84.0,-20.0,-45.0,17.0
2020-04-01,US_KS,-33.0,-5.0,84.0,-18.0,-44.0,16.0
2020-04-02,US_KS,-41.0,-12.0,38.0,-24.0,-46.0,19.0
2020-04-03,US_KS,-42.0,-14.0,-15.0,-28.0,-43.0,19.0
2020-04-04,US_KS,-50.0,-13.0,5.0,-30.0,-30.0,14.0
2020-04-05,US_KS,-43.0,-18.0,25.0,-30.0,-34.0,10.0
2020-04-06,US_KS,-40.0,-14.0,52.0,-26.0,-44.0,17.0
2020-04-07,US_KS,-35.0,-12.0,126.0,-20.0,-46.0,17.0
2020-04-08,US_KS,-33.0,-6.0,108.0,-17.0,-46.0,16.0
2020-04-09,US_KS,-38.0,-11.0,57.0,-24.0,-47.0,19.0
2020-04-10,US_KS,-33.0,-9.0,74.0,-23.0,-47.0,17.0
2020-04-11,US_KS,-41.0,-3.0,97.0,-23.0,-31.0,11.0
2020-04-12,US_KS,-61.0,-42.0,-47.0,-42.0,-42.0,12.0
2020-04-13,US_KS,-40.0,-17.0,5.0,-30.0,-44.0,18.0
2020-04-14,US_KS,-37.0,-16.0,36.0,-26.0,-45.0,19.0
2020-04-15,US_KS,-26.0,-3.0,79.0,-19.0,-44.0,16.0
2020-04-16,US_KS,-36.0,-14.0,11.0,-28.0,-46.0,20.0
2020-04-17,US_KS,-34.0,-15.0,26.0,-27.0,-41.0,17.0
2020-04-18,US_KS,-39.0,-12.0,93.0,-22.0,-26.0,11.0
2020-04-19,US_KS,-30.0,-15.0,72.0,-23.0,-31.0,8.0
2020-04-20,US_KS,-30.0,-13.0,85.0,-24.0,-42.0,15.0
2020-04-21,US_KS,-27.0,-10.0,132.0,-20.0,-44.0,16.0
