date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-02-15,US_ID,3.0,3.0,7.0,0.0,-1.0,0.0
2020-02-16,US_ID,11.0,3.0,14.0,0.0,-1.0,0.0
2020-02-17,US_ID,10.0,4.0,44.0,0.0,-25.0,3.0
2020-02-18,US_ID,1.0,3.0,20.0,9.0,1.0,0.0
2020-02-19,US_ID,2.0,3.0,12.0,7.0,2.0,0.0
2020-02-20,US_ID,5.0,3.0,16.0,7.0,2.0,0.0
2020-02-21,US_ID,4.0,2.0,22.0,7.0,3.0,-1.0
2020-02-22,US_ID,6.0,6.0,40.0,9.0,2.0,-1.0
2020-02-23,US_ID,12.0,7.0,44.0,9.0,2.0,-1.0
2020-02-24,US_ID,5.0,5.0,18.0,4.0,9.0,-2.0
2020-02-25,US_ID,6.0,5.0,30.0,9.0,2.0,-1.0
2020-02-26,US_ID,9.0,8.0,24.0,7.0,3.0,-1.0
2020-02-27,US_ID,10.0,8.0,47.0,10.0,3.0,-1.0
2020-02-28,US_ID,10.0,7.0,46.0,9.0,1.0,-2.0
2020-02-29,US_ID,10.0,9.0,14.0,11.0,3.0,-2.0
2020-03-01,US_ID,21.0,15.0,53.0,16.0,4.0,-2.0
2020-03-02,US_ID,9.0,11.0,22.0,3.0,9.0,-3.0
2020-03-03,US_ID,11.0,15.0,43.0,7.0,3.0,-1.0
2020-03-04,US_ID,9.0,13.0,34.0,7.0,4.0,-1.0
2020-03-05,US_ID,10.0,14.0,55.0,13.0,2.0,-1.0
2020-03-06,US_ID,7.0,8.0,41.0,8.0,2.0,-1.0
2020-03-07,US_ID,8.0,9.0,2.0,11.0,2.0,-1.0
2020-03-08,US_ID,17.0,14.0,66.0,14.0,3.0,-1.0
2020-03-09,US_ID,6.0,11.0,38.0,5.0,9.0,-3.0
2020-03-10,US_ID,9.0,14.0,65.0,11.0,2.0,-1.0
2020-03-11,US_ID,8.0,13.0,60.0,6.0,3.0,-1.0
2020-03-12,US_ID,9.0,23.0,54.0,7.0,1.0,-1.0
2020-03-13,US_ID,6.0,33.0,33.0,2.0,0.0,0.0
2020-03-14,US_ID,-6.0,26.0,-11.0,-2.0,-1.0,3.0
2020-03-15,US_ID,2.0,26.0,28.0,2.0,-8.0,3.0
2020-03-16,US_ID,2.0,31.0,65.0,-2.0,-4.0,1.0
2020-03-17,US_ID,-7.0,22.0,56.0,-2.0,-19.0,7.0
2020-03-18,US_ID,-12.0,17.0,48.0,-6.0,-23.0,9.0
2020-03-19,US_ID,-15.0,13.0,93.0,-9.0,-27.0,10.0
2020-03-20,US_ID,-21.0,12.0,69.0,-16.0,-28.0,10.0
2020-03-21,US_ID,-29.0,5.0,76.0,-10.0,-18.0,7.0
2020-03-22,US_ID,-22.0,1.0,140.0,-11.0,-27.0,5.0
2020-03-23,US_ID,-24.0,1.0,46.0,-20.0,-30.0,9.0
2020-03-24,US_ID,-26.0,0.0,40.0,-14.0,-36.0,13.0
2020-03-25,US_ID,-27.0,7.0,10.0,-19.0,-38.0,14.0
2020-03-26,US_ID,-40.0,-10.0,24.0,-26.0,-44.0,17.0
2020-03-27,US_ID,-43.0,-14.0,11.0,-33.0,-43.0,18.0
2020-03-28,US_ID,-47.0,-17.0,13.0,-29.0,-31.0,12.0
2020-03-29,US_ID,-42.0,-18.0,25.0,-34.0,-38.0,10.0
2020-03-30,US_ID,-38.0,-14.0,11.0,-31.0,-40.0,14.0
2020-03-31,US_ID,-38.0,-12.0,-2.0,-28.0,-45.0,18.0
2020-04-01,US_ID,-35.0,-8.0,13.0,-28.0,-45.0,17.0
2020-04-02,US_ID,-38.0,-10.0,29.0,-31.0,-46.0,18.0
2020-04-03,US_ID,-39.0,-9.0,20.0,-33.0,-45.0,18.0
2020-04-04,US_ID,-46.0,-13.0,24.0,-30.0,-34.0,12.0
2020-04-05,US_ID,-40.0,-14.0,30.0,-36.0,-39.0,10.0
2020-04-06,US_ID,-34.0,-9.0,48.0,-31.0,-41.0,13.0
2020-04-07,US_ID,-33.0,-6.0,89.0,-25.0,-46.0,16.0
2020-04-08,US_ID,-32.0,-6.0,92.0,-25.0,-46.0,15.0
2020-04-09,US_ID,-32.0,-4.0,110.0,-29.0,-46.0,16.0
2020-04-10,US_ID,-35.0,-3.0,86.0,-30.0,-46.0,16.0
2020-04-11,US_ID,-40.0,0.0,12.0,-35.0,-34.0,11.0
2020-04-12,US_ID,-51.0,-20.0,50.0,-40.0,-42.0,8.0
2020-04-13,US_ID,-33.0,-12.0,52.0,-32.0,-39.0,13.0
2020-04-14,US_ID,-32.0,-10.0,55.0,-27.0,-43.0,16.0
2020-04-15,US_ID,-25.0,-4.0,17.0,-30.0,-43.0,16.0
2020-04-16,US_ID,-26.0,-4.0,68.0,-31.0,-43.0,16.0
2020-04-17,US_ID,-30.0,-6.0,79.0,-29.0,-42.0,15.0
2020-04-18,US_ID,-33.0,-6.0,73.0,-22.0,-29.0,8.0
2020-04-19,US_ID,-21.0,-2.0,138.0,-26.0,-34.0,6.0
2020-04-20,US_ID,-21.0,-4.0,110.0,-23.0,-37.0,11.0
2020-04-21,US_ID,-23.0,-1.0,109.0,-21.0,-42.0,14.0
2020-04-22,US_ID,-25.0,-3.0,52.0,-22.0,-41.0,15.0
2020-04-23,US_ID,-29.0,-6.0,30.0,-25.0,-42.0,16.0
2020-04-24,US_ID,-30.0,-6.0,68.0,-24.0,-41.0,14.0
2020-04-25,US_ID,-31.0,-3.0,71.0,-18.0,-27.0,8.0
2020-04-26,US_ID,-18.0,3.0,164.0,-19.0,-33.0,5.0
2020-04-27,US_ID,-21.0,-2.0,63.0,-21.0,-36.0,11.0
2020-04-28,US_ID,-19.0,3.0,129.0,-15.0,-41.0,4.0
2020-04-29,US_ID,-20.0,2.0,107.0,-16.0,-41.0,13.0
2020-04-30,US_ID,-22.0,-2.0,56.0,-19.0,-41.0,14.0
2020-05-01,US_ID,-18.0,2.0,108.0,-15.0,-38.0,11.0
2020-05-02,US_ID,-23.0,2.0,107.0,-8.0,-23.0,5.0
2020-05-03,US_ID,-11.0,5.0,121.0,-14.0,-29.0,4.0
2020-05-04,US_ID,-10.0,4.0,121.0,-14.0,-31.0,8.0
2020-05-05,US_ID,-10.0,10.0,134.0,-8.0,-36.0,11.0
2020-05-06,US_ID,-17.0,2.0,43.0,-13.0,-36.0,13.0
2020-05-07,US_ID,-14.0,8.0,122.0,-11.0,-36.0,11.0
2020-05-08,US_ID,-17.0,12.0,133.0,-10.0,-35.0,10.0
2020-05-09,US_ID,-17.0,26.0,,-2.0,-21.0,3.0
2020-05-10,US_ID,-4.0,31.0,220.0,-3.0,-24.0,0.0
2020-05-11,US_ID,-13.0,4.0,124.0,-8.0,-30.0,8.0
2020-05-12,US_ID,-15.0,6.0,88.0,-10.0,-35.0,11.0
2020-05-13,US_ID,-14.0,8.0,60.0,-10.0,-34.0,12.0
2020-05-14,US_ID,-16.0,4.0,67.0,-12.0,-36.0,12.0
2020-05-15,US_ID,-18.0,5.0,96.0,-10.0,-34.0,10.0
2020-05-16,US_ID,-16.0,7.0,,3.0,-16.0,3.0
2020-05-17,US_ID,-2.0,11.0,159.0,0.0,-20.0,3.0
2020-05-18,US_ID,-3.0,5.0,74.0,-9.0,-27.0,7.0
2020-05-19,US_ID,-4.0,9.0,80.0,-5.0,-32.0,10.0
2020-05-20,US_ID,-4.0,8.0,25.0,-3.0,-32.0,11.0
2020-05-21,US_ID,-2.0,12.0,96.0,4.0,-33.0,10.0
2020-05-22,US_ID,-7.0,11.0,88.0,4.0,-33.0,9.0
2020-05-23,US_ID,-13.0,11.0,,11.0,-16.0,3.0
2020-05-24,US_ID,6.0,21.0,322.0,11.0,-21.0,0.0
2020-05-25,US_ID,-2.0,13.0,309.0,0.0,-69.0,10.0
2020-05-26,US_ID,-2.0,14.0,151.0,5.0,-31.0,8.0
2020-05-27,US_ID,1.0,14.0,169.0,6.0,-29.0,7.0
2020-05-28,US_ID,1.0,14.0,192.0,6.0,-30.0,7.0
2020-05-29,US_ID,-6.0,12.0,187.0,7.0,-28.0,6.0
2020-05-30,US_ID,-10.0,11.0,,17.0,-6.0,1.0
2020-05-31,US_ID,7.0,16.0,220.0,19.0,-11.0,0.0
2020-06-01,US_ID,7.0,13.0,174.0,8.0,-24.0,4.0
2020-06-02,US_ID,5.0,16.0,219.0,10.0,-28.0,6.0
2020-06-03,US_ID,6.0,17.0,180.0,13.0,-28.0,6.0
2020-06-04,US_ID,4.0,16.0,203.0,8.0,-29.0,6.0
2020-06-05,US_ID,-2.0,12.0,181.0,3.0,-29.0,5.0
2020-06-06,US_ID,-7.0,8.0,,8.0,-9.0,2.0
2020-06-07,US_ID,3.0,10.0,71.0,9.0,-15.0,3.0
2020-06-08,US_ID,4.0,9.0,122.0,0.0,-24.0,5.0
2020-06-09,US_ID,3.0,12.0,153.0,6.0,-28.0,7.0
2020-06-10,US_ID,6.0,16.0,200.0,9.0,-28.0,6.0
2020-06-11,US_ID,5.0,14.0,226.0,9.0,-29.0,6.0
2020-06-12,US_ID,-1.0,12.0,210.0,7.0,-28.0,5.0
2020-06-13,US_ID,-7.0,8.0,,17.0,-8.0,2.0
2020-06-14,US_ID,11.0,16.0,190.0,23.0,-11.0,0.0
2020-06-15,US_ID,7.0,11.0,151.0,9.0,-24.0,4.0
2020-06-16,US_ID,6.0,13.0,122.0,6.0,-29.0,8.0
2020-06-17,US_ID,6.0,13.0,126.0,8.0,-28.0,7.0
2020-06-18,US_ID,8.0,16.0,247.0,14.0,-29.0,5.0
