date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-02-15,US_NH,3.0,-2.0,6.0,18.0,2.0,0.0
2020-02-16,US_NH,10.0,0.0,21.0,11.0,4.0,-1.0
2020-02-17,US_NH,21.0,8.0,55.0,13.0,-21.0,5.0
2020-02-18,US_NH,-12.0,-11.0,-6.0,12.0,-1.0,3.0
2020-02-19,US_NH,7.0,2.0,10.0,15.0,0.0,1.0
2020-02-20,US_NH,7.0,2.0,16.0,17.0,3.0,0.0
2020-02-21,US_NH,1.0,-3.0,9.0,12.0,1.0,1.0
2020-02-22,US_NH,4.0,-3.0,39.0,27.0,3.0,-1.0
2020-02-23,US_NH,6.0,-2.0,40.0,28.0,4.0,-2.0
2020-02-24,US_NH,5.0,-2.0,58.0,13.0,-9.0,1.0
2020-02-25,US_NH,4.0,-3.0,14.0,10.0,-10.0,1.0
2020-02-26,US_NH,8.0,1.0,-1.0,6.0,-10.0,1.0
2020-02-27,US_NH,1.0,-7.0,-6.0,5.0,-11.0,3.0
2020-02-28,US_NH,2.0,-2.0,5.0,4.0,-10.0,2.0
2020-02-29,US_NH,4.0,-2.0,8.0,13.0,1.0,-2.0
2020-03-01,US_NH,10.0,3.0,-10.0,23.0,3.0,-1.0
2020-03-02,US_NH,6.0,3.0,11.0,9.0,3.0,-1.0
2020-03-03,US_NH,8.0,6.0,43.0,16.0,2.0,-1.0
2020-03-04,US_NH,5.0,2.0,-4.0,7.0,2.0,0.0
2020-03-05,US_NH,6.0,7.0,25.0,8.0,4.0,0.0
2020-03-06,US_NH,1.0,-1.0,3.0,3.0,3.0,1.0
2020-03-07,US_NH,7.0,2.0,15.0,9.0,4.0,-1.0
2020-03-08,US_NH,9.0,3.0,45.0,20.0,3.0,-1.0
2020-03-09,US_NH,9.0,6.0,97.0,7.0,2.0,-1.0
2020-03-10,US_NH,8.0,6.0,31.0,5.0,-1.0,1.0
2020-03-11,US_NH,7.0,9.0,13.0,4.0,0.0,1.0
2020-03-12,US_NH,7.0,30.0,12.0,2.0,1.0,1.0
2020-03-13,US_NH,-1.0,31.0,-23.0,-13.0,-3.0,4.0
2020-03-14,US_NH,-5.0,20.0,23.0,-4.0,0.0,2.0
2020-03-15,US_NH,-6.0,10.0,24.0,-7.0,-3.0,3.0
