date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-02-15,US_AK,5.0,3.0,14.0,2.0,1.0,0.0
2020-02-16,US_AK,15.0,5.0,29.0,6.0,1.0,-1.0
2020-02-17,US_AK,3.0,-2.0,9.0,-6.0,-33.0,8.0
2020-02-18,US_AK,-2.0,-2.0,1.0,4.0,-2.0,2.0
2020-02-19,US_AK,0.0,-2.0,1.0,4.0,-3.0,2.0
2020-02-20,US_AK,3.0,3.0,5.0,1.0,2.0,0.0
2020-02-21,US_AK,-1.0,-2.0,1.0,5.0,5.0,0.0
2020-02-22,US_AK,5.0,3.0,13.0,3.0,4.0,-1.0
2020-02-23,US_AK,12.0,4.0,16.0,1.0,2.0,-1.0
2020-02-24,US_AK,4.0,1.0,7.0,4.0,3.0,0.0
2020-02-25,US_AK,6.0,-1.0,1.0,-1.0,3.0,0.0
2020-02-26,US_AK,12.0,6.0,7.0,2.0,3.0,0.0
2020-02-27,US_AK,10.0,6.0,13.0,9.0,2.0,-1.0
2020-02-28,US_AK,12.0,5.0,13.0,8.0,6.0,-2.0
2020-02-29,US_AK,13.0,9.0,9.0,12.0,5.0,-2.0
2020-03-01,US_AK,18.0,14.0,6.0,16.0,5.0,-1.0
2020-03-02,US_AK,6.0,6.0,4.0,6.0,1.0,0.0
2020-03-03,US_AK,11.0,9.0,-2.0,3.0,3.0,0.0
2020-03-04,US_AK,11.0,8.0,3.0,8.0,3.0,0.0
2020-03-05,US_AK,9.0,7.0,9.0,4.0,2.0,0.0
2020-03-06,US_AK,9.0,4.0,10.0,9.0,0.0,1.0
2020-03-07,US_AK,12.0,10.0,17.0,9.0,3.0,-1.0
2020-03-08,US_AK,13.0,8.0,34.0,9.0,2.0,-1.0
2020-03-09,US_AK,7.0,4.0,14.0,3.0,-10.0,2.0
2020-03-10,US_AK,13.0,6.0,11.0,2.0,-7.0,2.0
2020-03-11,US_AK,12.0,9.0,16.0,3.0,-8.0,2.0
2020-03-12,US_AK,12.0,19.0,21.0,-1.0,-9.0,2.0
2020-03-13,US_AK,7.0,19.0,16.0,0.0,-10.0,3.0
2020-03-14,US_AK,0.0,19.0,37.0,1.0,-1.0,1.0
2020-03-15,US_AK,5.0,14.0,58.0,7.0,-1.0,0.0
2020-03-16,US_AK,1.0,20.0,29.0,-6.0,-12.0,4.0
2020-03-17,US_AK,-14.0,8.0,12.0,-12.0,-15.0,7.0
2020-03-18,US_AK,-19.0,8.0,6.0,-12.0,-21.0,9.0
2020-03-19,US_AK,-26.0,4.0,15.0,-21.0,-25.0,10.0
2020-03-20,US_AK,-28.0,3.0,23.0,-24.0,-25.0,12.0
2020-03-21,US_AK,-37.0,-1.0,1.0,-25.0,-20.0,8.0
2020-03-22,US_AK,-30.0,-4.0,65.0,-30.0,-21.0,6.0
2020-03-23,US_AK,-36.0,-11.0,23.0,-37.0,-35.0,14.0
2020-03-24,US_AK,-37.0,-12.0,17.0,-39.0,-39.0,16.0
2020-03-25,US_AK,-40.0,-15.0,6.0,-42.0,-41.0,18.0
2020-03-26,US_AK,-40.0,-13.0,31.0,-42.0,-42.0,17.0
2020-03-27,US_AK,-42.0,-15.0,2.0,-50.0,-40.0,19.0
2020-03-28,US_AK,-47.0,-15.0,11.0,-50.0,-30.0,11.0
2020-03-29,US_AK,-48.0,-27.0,18.0,-55.0,-33.0,10.0
2020-03-30,US_AK,-40.0,-17.0,15.0,-49.0,-46.0,18.0
2020-03-31,US_AK,-37.0,-15.0,15.0,-45.0,-44.0,18.0
2020-04-01,US_AK,-35.0,-8.0,3.0,-43.0,-44.0,18.0
2020-04-02,US_AK,-42.0,-14.0,-3.0,-50.0,-45.0,19.0
2020-04-03,US_AK,-42.0,-14.0,2.0,-47.0,-43.0,20.0
2020-04-04,US_AK,-47.0,-14.0,21.0,-50.0,-32.0,12.0
2020-04-05,US_AK,-41.0,-17.0,29.0,-52.0,-32.0,9.0
2020-04-06,US_AK,-37.0,-15.0,1.0,-49.0,-44.0,17.0
2020-04-07,US_AK,-38.0,-16.0,1.0,-48.0,-44.0,18.0
2020-04-08,US_AK,-38.0,-14.0,7.0,-49.0,-44.0,18.0
2020-04-09,US_AK,-38.0,-12.0,19.0,-48.0,-44.0,18.0
2020-04-10,US_AK,-40.0,-10.0,28.0,-49.0,-44.0,19.0
2020-04-11,US_AK,-41.0,-4.0,36.0,-52.0,-32.0,10.0
2020-04-12,US_AK,-55.0,-33.0,12.0,-59.0,-37.0,9.0
2020-04-13,US_AK,-36.0,-15.0,5.0,-51.0,-43.0,17.0
2020-04-14,US_AK,-32.0,-13.0,19.0,-49.0,-41.0,18.0
2020-04-15,US_AK,-25.0,-5.0,-2.0,-47.0,-41.0,17.0
2020-04-16,US_AK,-29.0,-7.0,8.0,-47.0,-42.0,17.0
2020-04-17,US_AK,-32.0,-10.0,19.0,-44.0,-39.0,18.0
2020-04-18,US_AK,-33.0,-7.0,49.0,-44.0,-27.0,9.0
2020-04-19,US_AK,-28.0,-11.0,44.0,-51.0,-28.0,7.0
2020-04-20,US_AK,-25.0,-9.0,7.0,-44.0,-40.0,15.0
2020-04-21,US_AK,-27.0,-10.0,3.0,-46.0,-40.0,17.0
2020-04-22,US_AK,-24.0,-9.0,21.0,-45.0,-40.0,16.0
2020-04-23,US_AK,-27.0,-8.0,26.0,-44.0,-40.0,16.0
2020-04-24,US_AK,-28.0,-8.0,33.0,-44.0,-37.0,16.0
2020-04-25,US_AK,-25.0,-2.0,85.0,-40.0,-25.0,7.0
2020-04-26,US_AK,-17.0,-3.0,101.0,-43.0,-25.0,5.0
2020-04-27,US_AK,-14.0,-5.0,60.0,-39.0,-36.0,13.0
2020-04-28,US_AK,-15.0,-4.0,58.0,-39.0,-37.0,5.0
2020-04-29,US_AK,-12.0,1.0,47.0,-37.0,-37.0,14.0
2020-04-30,US_AK,-16.0,0.0,44.0,-39.0,-37.0,14.0
2020-05-01,US_AK,-16.0,5.0,65.0,-35.0,-34.0,13.0
2020-05-02,US_AK,-15.0,10.0,114.0,-27.0,-21.0,5.0
2020-05-03,US_AK,-9.0,4.0,110.0,-43.0,-21.0,4.0
2020-05-04,US_AK,-9.0,3.0,57.0,-36.0,-34.0,12.0
2020-05-05,US_AK,-6.0,9.0,81.0,-32.0,-33.0,12.0
2020-05-06,US_AK,-6.0,6.0,89.0,-31.0,-33.0,12.0
2020-05-07,US_AK,-11.0,4.0,70.0,-36.0,-34.0,12.0
2020-05-08,US_AK,-13.0,5.0,80.0,-34.0,-32.0,12.0
