date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-02-15,US_WI,7.0,6.0,22.0,3.0,3.0,-1.0
2020-02-16,US_WI,12.0,6.0,34.0,-1.0,2.0,-2.0
2020-02-17,US_WI,-6.0,-2.0,-1.0,-7.0,-5.0,3.0
2020-02-18,US_WI,-1.0,0.0,17.0,3.0,0.0,0.0
2020-02-19,US_WI,-1.0,0.0,0.0,0.0,2.0,0.0
2020-02-20,US_WI,0.0,-1.0,-2.0,0.0,2.0,0.0
2020-02-21,US_WI,2.0,0.0,9.0,4.0,2.0,1.0
2020-02-22,US_WI,11.0,9.0,50.0,9.0,5.0,-2.0
2020-02-23,US_WI,15.0,10.0,65.0,8.0,5.0,-2.0
2020-02-24,US_WI,2.0,5.0,9.0,-1.0,3.0,0.0
2020-02-25,US_WI,0.0,-1.0,8.0,0.0,2.0,0.0
2020-02-26,US_WI,4.0,1.0,6.0,1.0,2.0,0.0
2020-02-27,US_WI,5.0,1.0,5.0,4.0,2.0,0.0
2020-02-28,US_WI,5.0,0.0,7.0,8.0,2.0,0.0
2020-02-29,US_WI,14.0,9.0,28.0,10.0,5.0,-2.0
2020-03-01,US_WI,19.0,12.0,90.0,11.0,5.0,-3.0
2020-03-02,US_WI,5.0,5.0,19.0,0.0,4.0,0.0
2020-03-03,US_WI,7.0,5.0,16.0,4.0,0.0,0.0
2020-03-04,US_WI,8.0,5.0,26.0,5.0,2.0,-1.0
2020-03-05,US_WI,4.0,2.0,7.0,4.0,2.0,0.0
2020-03-06,US_WI,5.0,2.0,15.0,8.0,3.0,0.0
2020-03-07,US_WI,14.0,11.0,52.0,15.0,6.0,-2.0
2020-03-08,US_WI,18.0,13.0,133.0,15.0,4.0,-2.0
2020-03-09,US_WI,0.0,1.0,-1.0,-4.0,2.0,1.0
2020-03-10,US_WI,6.0,6.0,38.0,4.0,1.0,0.0
2020-03-11,US_WI,5.0,7.0,15.0,3.0,1.0,0.0
2020-03-12,US_WI,6.0,19.0,11.0,2.0,1.0,1.0
2020-03-13,US_WI,2.0,25.0,13.0,2.0,0.0,2.0
2020-03-14,US_WI,-5.0,23.0,2.0,-2.0,2.0,3.0
2020-03-15,US_WI,-5.0,13.0,47.0,-7.0,-1.0,2.0
2020-03-16,US_WI,-10.0,19.0,7.0,-16.0,-13.0,6.0
2020-03-17,US_WI,-20.0,14.0,58.0,-11.0,-21.0,9.0
2020-03-18,US_WI,-34.0,3.0,-5.0,-21.0,-28.0,14.0
2020-03-19,US_WI,-39.0,-3.0,-16.0,-27.0,-31.0,16.0
2020-03-20,US_WI,-40.0,3.0,-6.0,-28.0,-32.0,18.0
2020-03-21,US_WI,-48.0,-4.0,23.0,-28.0,-20.0,12.0
2020-03-22,US_WI,-50.0,-21.0,26.0,-39.0,-27.0,10.0
2020-03-23,US_WI,-36.0,-4.0,25.0,-34.0,-36.0,16.0
2020-03-24,US_WI,-47.0,-16.0,43.0,-35.0,-41.0,19.0
2020-03-25,US_WI,-52.0,-25.0,43.0,-37.0,-44.0,20.0
2020-03-26,US_WI,-51.0,-24.0,15.0,-39.0,-44.0,21.0
2020-03-27,US_WI,-51.0,-23.0,33.0,-39.0,-43.0,23.0
2020-03-28,US_WI,-58.0,-26.0,-26.0,-46.0,-31.0,16.0
2020-03-29,US_WI,-55.0,-30.0,-12.0,-50.0,-34.0,13.0
2020-03-30,US_WI,-45.0,-21.0,52.0,-37.0,-43.0,18.0
2020-03-31,US_WI,-47.0,-20.0,20.0,-34.0,-45.0,20.0
2020-04-01,US_WI,-43.0,-15.0,74.0,-30.0,-45.0,19.0
2020-04-02,US_WI,-44.0,-16.0,91.0,-31.0,-45.0,20.0
2020-04-03,US_WI,-46.0,-17.0,43.0,-34.0,-45.0,23.0
2020-04-04,US_WI,-51.0,-14.0,50.0,-35.0,-30.0,14.0
2020-04-05,US_WI,-47.0,-18.0,124.0,-40.0,-33.0,10.0
2020-04-06,US_WI,-45.0,-18.0,49.0,-35.0,-44.0,19.0
2020-04-07,US_WI,-42.0,-15.0,111.0,-23.0,-46.0,19.0
2020-04-08,US_WI,-47.0,-18.0,31.0,-37.0,-46.0,20.0
2020-04-09,US_WI,-46.0,-14.0,14.0,-37.0,-47.0,21.0
2020-04-10,US_WI,-46.0,-12.0,36.0,-38.0,-52.0,25.0
2020-04-11,US_WI,-47.0,-2.0,67.0,-34.0,-33.0,13.0
2020-04-12,US_WI,-70.0,-43.0,-1.0,-50.0,-43.0,12.0
2020-04-13,US_WI,-47.0,-23.0,-3.0,-42.0,-45.0,20.0
2020-04-14,US_WI,-46.0,-19.0,3.0,-36.0,-45.0,21.0
2020-04-15,US_WI,-39.0,-12.0,18.0,-33.0,-44.0,20.0
2020-04-16,US_WI,-40.0,-13.0,38.0,-33.0,-44.0,20.0
2020-04-17,US_WI,-43.0,-17.0,32.0,-34.0,-44.0,22.0
2020-04-18,US_WI,-42.0,-10.0,85.0,-27.0,-27.0,12.0
2020-04-19,US_WI,-39.0,-16.0,112.0,-36.0,-30.0,9.0
2020-04-20,US_WI,-38.0,-18.0,50.0,-33.0,-43.0,18.0
2020-04-21,US_WI,-39.0,-14.0,52.0,-31.0,-44.0,19.0
2020-04-22,US_WI,-39.0,-14.0,47.0,-32.0,-44.0,19.0
2020-04-23,US_WI,-41.0,-15.0,30.0,-34.0,-44.0,20.0
2020-04-24,US_WI,-42.0,-16.0,58.0,-31.0,-43.0,21.0
2020-04-25,US_WI,-43.0,-9.0,78.0,-29.0,-27.0,11.0
2020-04-26,US_WI,-33.0,-9.0,183.0,-29.0,-29.0,7.0
2020-04-27,US_WI,-36.0,-13.0,40.0,-34.0,-42.0,18.0
2020-04-28,US_WI,-37.0,-11.0,31.0,-31.0,-43.0,13.0
2020-04-29,US_WI,-39.0,-13.0,1.0,-34.0,-44.0,20.0
2020-04-30,US_WI,-32.0,-5.0,94.0,-25.0,-42.0,18.0
2020-05-01,US_WI,-34.0,-4.0,106.0,-20.0,-42.0,18.0
2020-05-02,US_WI,-34.0,4.0,193.0,-12.0,-25.0,8.0
