date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-02-15,US_MA,2.0,-4.0,0.0,3.0,-2.0,0.0
2020-02-16,US_MA,6.0,-4.0,3.0,-1.0,0.0,0.0
2020-02-17,US_MA,11.0,-2.0,32.0,-26.0,-42.0,9.0
2020-02-18,US_MA,-4.0,-10.0,-18.0,-4.0,-10.0,3.0
2020-02-19,US_MA,3.0,-3.0,3.0,-2.0,-10.0,2.0
2020-02-20,US_MA,3.0,-2.0,-1.0,-2.0,-8.0,2.0
2020-02-21,US_MA,0.0,-6.0,-9.0,-3.0,-9.0,3.0
2020-02-22,US_MA,5.0,-2.0,49.0,5.0,1.0,-1.0
2020-02-23,US_MA,9.0,1.0,66.0,6.0,3.0,-1.0
2020-02-24,US_MA,4.0,0.0,51.0,1.0,4.0,-1.0
2020-02-25,US_MA,2.0,-3.0,12.0,2.0,3.0,0.0
2020-02-26,US_MA,5.0,0.0,3.0,5.0,2.0,0.0
2020-02-27,US_MA,4.0,0.0,-1.0,5.0,3.0,0.0
2020-02-28,US_MA,5.0,1.0,-2.0,7.0,3.0,0.0
2020-02-29,US_MA,9.0,0.0,26.0,11.0,2.0,-1.0
2020-03-01,US_MA,10.0,4.0,-1.0,11.0,3.0,-1.0
2020-03-02,US_MA,7.0,5.0,21.0,2.0,3.0,0.0
2020-03-03,US_MA,11.0,6.0,49.0,4.0,1.0,-1.0
2020-03-04,US_MA,4.0,3.0,5.0,0.0,2.0,0.0
2020-03-05,US_MA,7.0,7.0,30.0,1.0,4.0,-1.0
2020-03-06,US_MA,2.0,2.0,1.0,-1.0,3.0,1.0
2020-03-07,US_MA,7.0,3.0,24.0,0.0,1.0,-1.0
2020-03-08,US_MA,9.0,5.0,47.0,0.0,2.0,0.0
2020-03-09,US_MA,10.0,7.0,102.0,-3.0,1.0,0.0
2020-03-10,US_MA,5.0,7.0,33.0,-7.0,0.0,1.0
2020-03-11,US_MA,5.0,13.0,25.0,-10.0,-3.0,1.0
2020-03-12,US_MA,5.0,32.0,14.0,-17.0,-5.0,3.0
2020-03-13,US_MA,-5.0,30.0,-16.0,-26.0,-14.0,8.0
2020-03-14,US_MA,-11.0,16.0,61.0,-19.0,-4.0,4.0
2020-03-15,US_MA,-15.0,5.0,43.0,-26.0,-8.0,5.0
2020-03-16,US_MA,-12.0,16.0,8.0,-41.0,-30.0,12.0
2020-03-17,US_MA,-32.0,0.0,-19.0,-50.0,-39.0,17.0
2020-03-18,US_MA,-31.0,1.0,53.0,-50.0,-42.0,17.0
2020-03-19,US_MA,-39.0,-3.0,-36.0,-59.0,-44.0,21.0
2020-03-20,US_MA,-34.0,11.0,20.0,-56.0,-44.0,20.0
2020-03-21,US_MA,-42.0,-5.0,71.0,-50.0,-30.0,12.0
2020-03-22,US_MA,-46.0,-19.0,22.0,-59.0,-33.0,12.0
2020-03-23,US_MA,-40.0,-12.0,-33.0,-66.0,-50.0,21.0
2020-03-24,US_MA,-49.0,-21.0,-2.0,-68.0,-55.0,24.0
2020-03-25,US_MA,-52.0,-25.0,-21.0,-70.0,-57.0,26.0
2020-03-26,US_MA,-47.0,-17.0,42.0,-68.0,-56.0,25.0
2020-03-27,US_MA,-48.0,-19.0,46.0,-67.0,-55.0,26.0
2020-03-28,US_MA,-52.0,-23.0,57.0,-63.0,-41.0,15.0
2020-03-29,US_MA,-59.0,-36.0,-56.0,-73.0,-42.0,16.0
2020-03-30,US_MA,-49.0,-25.0,-28.0,-72.0,-58.0,24.0
2020-03-31,US_MA,-46.0,-20.0,11.0,-69.0,-58.0,25.0
2020-04-01,US_MA,-46.0,-16.0,-2.0,-69.0,-59.0,25.0
2020-04-02,US_MA,-50.0,-17.0,-30.0,-73.0,-59.0,27.0
2020-04-03,US_MA,-54.0,-22.0,-54.0,-74.0,-59.0,30.0
2020-04-04,US_MA,-53.0,-19.0,29.0,-64.0,-43.0,16.0
2020-04-05,US_MA,-53.0,-27.0,25.0,-68.0,-42.0,14.0
2020-04-06,US_MA,-44.0,-19.0,51.0,-69.0,-59.0,23.0
2020-04-07,US_MA,-46.0,-21.0,41.0,-70.0,-60.0,25.0
2020-04-08,US_MA,-51.0,-22.0,-13.0,-73.0,-61.0,26.0
2020-04-09,US_MA,-54.0,-25.0,-42.0,-75.0,-61.0,28.0
2020-04-10,US_MA,-50.0,-16.0,-25.0,-73.0,-61.0,29.0
2020-04-11,US_MA,-49.0,-12.0,33.0,-64.0,-44.0,16.0
2020-04-12,US_MA,-67.0,-50.0,21.0,-69.0,-48.0,14.0
2020-04-13,US_MA,-58.0,-40.0,-55.0,-77.0,-61.0,27.0
