abbr,feature,lag,best_corr,best_orig_corr,p_value
ACT,QLD,12,0.9749944224643717,0.9749944224643717,0.522751900729291
ACT,VIC,13,0.9663837831676899,0.9663837831676899,3.6252687754729583e-25
ACT,SA,13,0.9577125892100626,0.9577125892100626,0.7114429374095449
ACT,NSW,15,0.9517110715214181,0.9517110715214181,1.6367390112251708e-15
ACT,TAS,15,0.9161325345475064,0.9161325345475064,0.0004868074344073586
ACT,NT,10,0.9005242406600593,0.9005242406600593,0.0020545343291391866
ACT,WA,0,0.21677532650650172,0.21677532650650172,0.2520339913880073
