abbr,feature,lag,best_corr,best_orig_corr,p_value
NT,QLD,7,0.9101883698691986,0.9101883698691986,0.06609412273729975
NT,VIC,9,0.9028317250220439,0.9028317250220439,0.06184179041405918
NT,ACT,10,0.9005242406600594,0.9005242406600594,0.0020545343291391866
NT,SA,7,0.877121629569662,0.877121629569662,0.1198221798541063
NT,NSW,9,0.8334912236386431,0.8334912236386431,0.0002907731316046531
NT,TAS,14,0.8166744933796276,0.8166744933796276,5.6305218568587884e-24
NT,WA,0,0.20976375101041814,0.20976375101041814,0.17326273913360463
