abbr,feature,lag,best_corr,best_orig_corr,p_value
SA,QLD,25,0.9897372320526743,0.9897372320526743,4.1704296578566527e-116
SA,NSW,15,0.9846334833763457,0.9846334833763457,0.6800848312342481
SA,ACT,13,0.9577125892100626,0.9577125892100626,0.7114429374095449
SA,VIC,10,0.9553024459219189,0.9553024459219189,0.04169331121853372
SA,TAS,15,0.8870645467639503,0.8870645467639503,0.3695855806123075
SA,NT,7,0.8771216295696619,0.8771216295696619,0.1198221798541063
SA,WA,49,0.5221162535320012,0.5221162535320012,1.8524750564681455e-46
