abbr,feature,lag,best_corr,best_orig_corr,p_value
QLD,SA,25,0.9897372320526743,0.9897372320526743,4.1704296578576597e-116
QLD,ACT,12,0.9749944224643717,0.9749944224643717,0.5227519007292873
QLD,NSW,15,0.9648784802087309,0.9648784802087309,0.44751138015421554
QLD,VIC,14,0.9643234927256057,0.9643234927256057,0.17588813978758647
QLD,TAS,15,0.9197224930096379,0.9197224930096379,0.15923322990843525
QLD,NT,7,0.9101883698691986,0.9101883698691986,0.06609412273729975
QLD,WA,46,0.5762943427019218,0.5762943427019218,2.0209756083287947e-58
