abbr,feature,lag,best_corr,best_orig_corr,p_value
NT,cumulative_persons_vaccinated,49,0.4200486023616311,0.4200486023616311,5.37497961537001e-14
NT,cumulative_vaccine_doses_administered,49,0.3871581311488371,0.3871581311488371,5.973660017295254e-12
NT,new_vaccine_doses_administered,48,0.34616110814825085,0.34616110814825085,1.2046738165679648e-09
NT,cumulative_persons_fully_vaccinated,49,0.335540707568462,0.335540707568462,3.6182729220786854e-09
NT,new_persons_fully_vaccinated,0,0.27556039940438387,0.27556039940438387,4.548310583423926e-06
NT,new_persons_vaccinated,41,0.19007834849181776,0.19007834849181776,0.0012905921447436486
