abbr,feature,lag,best_corr,best_orig_corr,p_value
TAS,cumulative_persons_fully_vaccinated,49,0.667790292991175,0.667790292991175,2.5192379914133338e-39
TAS,cumulative_vaccine_doses_administered,49,0.6551964964528105,0.6551964964528105,1.941164163512948e-37
TAS,cumulative_persons_vaccinated,49,0.6343193170070678,0.6343193170070678,1.6768177350761446e-34
TAS,new_vaccine_doses_administered,48,0.45994039993888136,0.45994039993888136,1.0015514470543673e-16
TAS,new_persons_fully_vaccinated,48,0.411054164235344,0.411054164235344,2.309131709414083e-13
TAS,new_persons_vaccinated,1,0.13452224263099896,0.13452224263099896,0.15915572544163062
