abbr,feature,lag,best_corr,best_orig_corr,p_value
WA,search_trends_low_grade_fever,38,0.4577677543336646,0.4577677543336646,1.1678612478325687e-34
WA,search_trends_fever,36,0.4380841036162796,0.4380841036162796,1.4513149523687197e-31
WA,search_trends_shortness_of_breath,36,0.3309455766298189,0.3309455766298189,1.0984622211387434e-17
WA,search_trends_viral_pneumonia,33,0.31251767010555287,0.31251767010555287,1.0038374569358481e-15
WA,search_trends_anosmia,29,0.31181297299454097,0.31181297299454097,5.916925344278266e-16
