abbr,feature,lag,best_corr,best_orig_corr,p_value
ON,SK,49,0.7993150089962566,0.7993150089962566,2.013653610914544e-122
ON,BC,49,0.7019830208830959,0.7019830208830959,3.163548030584954e-82
ON,QC,49,0.595381563514299,0.595381563514299,1.1305592809525843e-53
ON,AB,49,0.593694339679369,0.593694339679369,2.636807742688561e-53
ON,MB,44,0.5218378009862098,0.5218378009862098,1.9496333427750356e-39
ON,NB,49,0.3893933293883737,0.3893933293883737,3.2719553051292603e-21
ON,NS,48,0.3673680343287599,0.3673680343287599,7.419753027895703e-19
ON,PE,42,0.3053310216447335,0.3053310216447335,4.167493352848747e-13
ON,NL,46,0.045901921583126316,0.045901921583126316,0.28554644914515204
