abbr,feature,lag,best_corr,best_orig_corr,p_value
BC,AB,0,0.7255223124077533,0.7255223124077533,5.517052401443188e-72
BC,ON,49,0.7019830208830959,0.7019830208830959,3.163548030584954e-82
BC,SK,33,0.7018296182070688,0.7018296182070688,1.9800399980493236e-80
BC,QC,49,0.5568821340442514,0.5568821340442514,8.574813166710332e-46
BC,MB,0,0.49568961707740095,0.49568961707740095,6.416491130514795e-34
BC,NB,31,0.4179027705170214,0.4179027705170214,8.481811132073745e-16
BC,NS,0,0.28038058657778553,0.28038058657778553,1.5185816878165902e-05
BC,PE,49,0.24636321788171556,-0.24636321788171556,5.423105394979702e-09
BC,NL,0,0.13456440542763654,0.13456440542763654,0.3374101736244449
