feature,abbr,lag,best_orig_corr,p_value
QLD,SA,25,0.9897372320526744,4.1704296578566527e-116
SA,QLD,25,0.9897372320526744,4.1704296578576597e-116
ACT,VIC,13,0.96638378316769,3.6252687754729583e-25
QLD,NT,7,0.9101883698691986,0.0660941227372997
WA,QLD,46,0.5762943427019218,2.020975608328795e-58
QLD,WA,46,0.5762943427019218,2.020975608328795e-58
WA,SA,49,0.5221162535320012,1.852475056468145e-46
WA,VIC,49,-0.3688285369518651,3.0073001714800453e-22
